date,timestamp,speaker,text
2020-03-05,00:00,Mike Pence,"Well, we just completed another meeting of the White House, coronavirus task force. It’s been a very busy and a productive day here at the White House. President Donald Trump has no higher priority than the safety and health of the American people and president has directed our task force, employing the full resources of the federal government in full partnership with state and local health authorities to make that priority a reality."
2020-03-05,00:34,Mike Pence,"As I stand before you today, we have more than 100 coronavirus cases in the United States that is counting domestic cases and cases of coronavirus of Americans that were returned from China or the Diamond Princess. I’m pleased to report that most of those who contracted coronavirus within our care are continuing to recover, but sadly, we received word today that another American has passed away and their family has our deepest condolences."
2020-03-05,01:10,Mike Pence,"That being said, thanks to president’s strong leadership and the professionalism of all of our federal agencies, Health and Human Services, CDC and state and local health officials all across this country, the risk to the American public of contracting the coronavirus remains low. To be clear. If you are a healthy American, the risk of contracting the coronavirus remains low, but it is still a good idea to engage in common sense practices that are always recommended this time of year. So as someone who has a mother who is 87 years of age and who has married kids living around the country, a brief tutorial on prevention for yourself, for your family and your loved ones."
2020-03-05,02:17,Mike Pence,"It’s a good idea to stay home when you’re sick. Avoid close contact with people who are sick. Avoid touching your eyes, nose and mouth. Cover your cough or sneeze with tissue. Throw the tissue in the trash, clean and disinfect frequently. Wash your hands with either a disinfectant or with soap and water for at least 20 seconds. And let me say again, as we’ve said before, there’s no need for Americans to buy masks. And the common sense practices that I just described are all available at cdc.gov."
2020-03-05,02:58,Mike Pence,"Today we had a series of meetings here at the White House and on Capitol Hill we’ve met with executives of the airline industry, the executives of commercial labs, executives of nursing homes, and our team also met with the Republican and Democrat caucuses in the House of Representatives. And we were pleased to learn that just shortly ago the House of Representatives passed a federal funding bill by a virtually unanimous margin. It’ll now move to the Senate and the legislation implements the president’s vision to ensure that not only do our federal agencies have the support and resources that they need, but also that our state and local partners have their support. And in my conversations with governors all the way through this afternoon, I know they’re grateful for the bipartisan spirit that has characterized this funding bill and we’ll continue to work through that process."
2020-03-05,03:52,Mike Pence,"As President Trump said, we’re all in this together and he deployed a whole of government approach, but thanks to the president’s leadership, it has actually developed into a whole of America approach. And the meetings today with industry leaders is a reflection of that. As Dr. Birx will indicate in just a few moments with some of the data that we’re evaluating from around the world. It does appear that the elderly are the most vulnerable and especially those with serious health issues. At the president’s direction. As a result, Seema Verma will describe that the center for Medicaid and Medicare services has issued new guidelines for nursing homes nationwide. We have raised the bar regarding infectious disease control in our nursing homes and in addition administrator Verma will explain how we are going to focus all of our inspection resources for the foreseeable future on compliance with infection control standards. Generally we monitor our nursing homes for abuse and neglect, but at the president’s direction we’re going to focus exclusively on ensuring that those who are in nursing homes, people operating the nursing homes, like many of the CEOs that we met with today are complying with the new standards to keep our elderly safe. The president also met today with airline executives and I’ll reiterate as the president said, our profound gratitude to our partners in the airline industry. They have worked with us, as we say, flowing Americans through particular airports. The screening, we’re working very closely with the airlines on contact information. If a person is tested as positive for the coronavirus. We’re working with the airlines to get all the information, not just about that person but about who they sat next to and who else was on the flight. And the president and I are very grateful."
2020-03-05,06:02,Mike Pence,"As we announced yesterday. I’m pleased to report that as of yesterday morning in addition to the travel ban from China, we’ve suspended all travel coming in from China. We’ve suspended all travel coming in from Iran and even foreign nationals who visit either one of those countries are barred from coming into this country for 14 days. We also established a travel advisory for Italy, portions of Italy and portions of South Korea over the weekend. But even as importantly, as of yesterday morning, we fully implemented a screening process. All direct flights from all airports in South Korea and Italy are now being subject to multiple screens before passengers board to come to the United States of America. State Department worked very vigorously to bring that about and we’re grateful for the cooperation of the governments of Italy, the governments of South Korea as well as our airline partners in making that a reality."
2020-03-05,07:08,Mike Pence,"Finally, with regard to testing, we had a meeting today that gave us great hope for great progress in the near future on expanding testing across the country. We have a ways to go yet, but I’m pleased to report as we’ve been able to convey to state governments. Governors around the country, is that the thanks to the good work of the FDA and Dr. Steve Hahn, who’s with me here today. Now all state laboratories, all university laboratories at the state level can conduct coronavirus tests without any additional assets or resources from the federal government. They have the FDA approved tests. They can conduct the test all across the country in all the states."
2020-03-05,07:56,Mike Pence,"Beyond that as we announced through the efforts of HHS, 2,500 kits of tests are going out this week, 2,500 kits including tests has gone out this week. That’s roughly 1.5 million. A test that will be available this week will continue to build on that number but perhaps most significantly thanks to Dr. Birx efforts and leadership. We brought together today at the White House the leaders of all of the largest commercial laboratories in this country. Companies like Quest that have vast capabilities, logistics and testing capabilities and we were pleased to report today that they have created a consortium to share information and to share resources. And literally have told us that as they go through what is called the validation process on testing. That by next week individual companies will be able to do as they said to me, thousands of tests of coronavirus if they are needed and required and many, many multiples more of that in the not distant future."
2020-03-05,09:08,Mike Pence,"Our objective here as Dr. Birx raised with the task force is we’ve got hospitals in effected areas and those that are requesting that have kits. We’ve got universities and state labs that now can perform the test on a requested basis, but our objective ultimately and quickly as possible is to have tests made through these commercial laboratories and commercial providers that your local doctor, your CVS, your MedCheck is able to have a coronavirus test and that isn’t there yet. We’re working to make that a reality, but again, it’s one more example. It’s not just a whole of government approach. It’s a whole of America approach. Whether it be our nursing home industry, whether it be our airline industry, whether it be our commercial laboratories."
2020-03-05,09:57,Mike Pence,"I can speak on behalf of President Trump and our entire task force. When I say we are profoundly grateful for the spirit that’s being reflected by companies all across the United States of America. Grateful for the leadership at the state level and the American people should be confident that that spirit of partnership is going to continue to drive this at every level as we work our way through. Dealing with the coronavirus in the United States. With that, I’m going to recognize Dr. Deborah Birx for her comments."
2020-03-05,10:32,Dr. Deborah Birx,"Thank you, Mr. Vice President. Good evening. Over the last 12 hours, we’ve been able to receive information both from South Korea and Italy adding to our China information. And it’s as we thought, the elderly and preexisting conditions have a more serious illness when confronted with the coronavirus. Reassuringly in South Korea, no one has died under 30. This is reassuring to us and the immediate age in Italy was 81."
2020-03-05,11:02,Dr. Deborah Birx,"…and Italy was 81 of those who succumbed. Those who became ill, the median age was 60. So we find this data reassuring, but it also has really caused us to focus on the Americans who might be most vulnerable. We’re focusing resources, attention, and all of our capacity to ensure those who have pre-existing conditions and those who are elderly have access to the best prevention and treatment options. The prevention options flow right through all of us to ensure that we have good protective hygiene for our elderly clients around the globe. Thank you."
2020-03-05,11:42,Mike Pence,Thank you. Sema.
2020-03-05,11:46,Sema,"Thank you. And as you heard, because of the risk for our nation’s seniors, we are doubling down on our efforts. Today, we put out three memos. One was to hospitals about triaging and placement for patients with suspected or confirmed coronavirus. We also put out some information to nursing homes about limiting visitors to nursing homes, monitoring staff. And then finally, we put out some information to our state surveyors that are going to be surveying our nations nursing homes and hospitals around infection control. All of that information went out this morning."
2020-03-05,12:22,Mike Pence,"Very good. Thank you, Sema. CDC, Bob Redfield."
2020-03-05,12:25,Bob Redfield,"Thank you Mr. Vice President. I think what I’d like to highlight today is that first to echo what the Vice President started with when he was giving the American people the advice that he did as he went through, that we do have listed out on our CDC website, cdc.gov. It really is very important. It’s very pragmatic about washing your hands. 20 seconds of soap and water or using the other disinfectants. Obviously, training yourself to cover your sneeze or cough, either in your elbow or with a Kleenex that you will dispose of. These are very important things, working hard not to touch your face. I think the most important thing for many of those individuals that might be a little type A, if you gets sick, stay home. You’re not helping your colleagues by going to work sick."
2020-03-05,13:28,Bob Redfield,"And again, I think these are just very pragmatic. We’ve listed them. They’re absolutely no different than what we ask the American public do for flu. The second thing I would like to do is continue to get the help from you, to get those messages out. The one that’s the most important that the Vice President also talked about is the role of masks. We need these N95 masks for the healthcare workers that are taking care of these patients. We do not recommend them to be used by the general public. And again, you all of you tell the stories are able to be great communicators of that so that the American public gets accurate information and gets good guidance from your experts that you’ll reach out to for your stories. That’s what I would ask you to do and I’ll reiterate what the Vice President said at the beginning, that although we’re continuing to see new community cases in this nation, the overall risk to the American public at this time still remains low. Thank you."
2020-03-05,14:33,Mike Pence,Thank you very much. [inaudible 00:14:31].
2020-03-05,14:33,Dr. Fauci,"Thank you, Mr. Vice President. Just to reiterate what was said by several of our colleagues here is that we make policy recommendations and analysis of what we’re going to recommend based on accumulation of data. Data is very important. What Dr. Birx just told you is data that underscores some of the things that we’ve been telling you. When you talk about risk, risk is something that’s vague to people and we’ve said many times if you talk about risk of infection throughout the country, it’s a low risk. If you talk about someone who is infected and we do have infected people in this country, you’ve heard that from Dr. Redfield. You understand the situation that we have in Seattle."
2020-03-05,15:12,Dr. Fauci,"If you do get infected, if you’re infected as taking Seattle as the microcosm of that, it is exactly what Dr. Birx said. The risk of getting into difficulties is very heavily weighted towards people with underlying conditions and people with the elderly. Where the young people, and they will be an exception here or there the same way we see with influenza, but the risk for a young person who gets infected to getting into trouble is really low, based on a lot of data that’s coming out of foreign countries, particularly out of China."
