date,timestamp,speaker,text
2020-03-18,19:18,Donald Trump,"Thank you very much. I would like to begin by announcing some important developments in our war against the Chinese virus. We’ll be invoking the defense production act just in case we need it. In other words, I think you all know what it is and it can do a lot of good things if we need it and we will have it all completed signing it in just a little while. Right after I’m finished with this conference, I’ll be signing it. It’s prepared to go. So we will be invoking the Defense Production Act. Last week I signed an emergency declaration under the Stafford Act, which is we invoked previously and which activated FEMA National Response Coordination Center, FEMA is fully engaged at the highest levels."
2020-03-18,20:16,Donald Trump,"Today FEMA is activated in every region. We are at level one, level one being the highest level which we will work with and we’ve been working with FEMA. I’ve done a lot of work with FEMA. They’re incredible. It’s always been on hurricanes or tornadoes. There right now in Tennessee, a large group working in Tennessee have been incredible. It was tragic event Alabama last year, also a tornado and then obviously the numerous hurricanes in different locations that were in some cases very devastating and in every case FEMA came through. This is a very different kind of work for FEMA, but they will come through as they always do."
2020-03-18,21:02,Donald Trump,"We have tremendous people, tremendous talent in FEMA. We’re sending upon request the two hospital ships, they’re being prepared right now. They’re massive ships. They’re the big white ships with the red cross on the sides. One is called The Mercy and the other is called The Comfort and they are in tiptop shape. They soon will be. They’re getting ready to come up to New York. I spoke with governor Cuomo about it. He’s excited about it. We haven’t made the final determination as to where it’s going to go on the West coast. The Comfort is located now in San Diego and it’s going to be… We’ll be picking the destination fairly shortly, so those two ships are being prepared to go and they can be launched over the next week or so depending on need."
2020-03-18,21:56,Donald Trump,"Earlier this week, the first clinical trial of the vaccine candidate for the virus began in Washington state, as you probably know. The genetic sequence of the virus was first published in January, but thanks to the unprecedented partnership between the FDA, NIH, and the private sector, we’ve reached human trials for the vaccine just eight weeks later. It’s a record by many, many months. It used to take years to do this and now we did it just in a very short while. That’s the fastest development in history of what we’re doing with regard to the vaccine and making very, very big progress."
2020-03-18,22:36,Donald Trump,"Today I can announce further steps to expand testing capacity. We’re working with several groups to determine if the self swab a much easier process than the current process. That’s a not very nice to do. I can tell you because I did it. But we have a current process that’s a little bit difficult. If you haven’t done. The groups are working on determining if a self swab by an individual is as effective as the other. The others very effective, very accurate but we’re going to see if we can do a self swab which would be a lot more popular. I can tell you that. So and that would be administered also by a health official but it would be a lot easier to do. The fact is that the health professionals would… It would free up a lot. Let me just say the self swab is what it is. It’s a self swab. You do it yourself."
2020-03-18,23:40,Donald Trump,"The other has to be issued by a health professional and it’s something that is quite difficult and we think it’s working out for the self swab. If it would test positive that people would go and they would do what they have to do, but we think that’s probably working out. I’ve asked the FDA to cut through the red tape and reduce regulatory barriers. We are looking at some very exciting things and I’m going to be holding the second news conference either today. We’re going to talk about the FDA. Some things are happening that are quite exciting and we’re going to be doing that either later today or tomorrow, fairly early tomorrow. So we’ll see what happens. But the FDA, my instructions is I’ve been working very, very hard on a number of developments and we’ll be discussing that with you later today or tomorrow."
2020-03-18,24:35,Donald Trump,This afternoon I’ll be meeting with nurses on the front lines of the battle against the virus. They’re truly American heroes. They want to get it done. They’re incredible people. So we’re going to be meeting with nurses and I actually look forward to that. Very brave. They’re taking a lot of risk and they have done an incredible job and they never complain.
2020-03-18,24:59,Donald Trump,Today I’m also announcing that the department of housing and urban development is providing immediate relief to renters and homeowners by suspending all foreclosures and evictions until the end of April. So we’re working very closely with Dr. Ben Carson and everybody from HUD. Every generation of American has been called to make shared sacrifices for the good of the nation.
2020-03-18,25:23,Donald Trump,In World War II young people in their teenage years volunteered to fight. They wanted to fight so badly because they love our country. Workers refuse to go home and slept in factory floors to keep assembly lines running. The numbers of ships that they built during World War II to this day has never… Nothing like that has ever been equal. They were doing ships literally on a daily basis. Nobody’s ever seen anything like it and to this day nobody seen anything like that. What they were able to do during World War II and now it’s our time. We must sacrifice together because we are all in this together and we’ll come through together.
2020-03-18,26:03,Donald Trump,"We are all in this together and we’ll come through together. It’s the invisible enemy. That’s always the toughest enemy, the invisible enemy, but we are going to defeat the invisible enemy. I think we’re going to do it even faster than we thought and it will be a complete victory. It’ll be a total victory."
