date,timestamp,speaker,text
2020-03-06,00:00,Mike Pence,"Coronavirus remains low. That being said, we’re continuing to lean into this effort in full partnership with state and local health authorities around the country to ensure that we do everything to prevent the spread of the disease, to mitigate its expansion and to provide necessary treatment to Americans that have been impacted."
2020-03-06,00:27,Mike Pence,"But first, let me turn my attention, before we speak about some of our broader efforts and hear from some members of the task force, to an issue that I know is on the hearts and minds of people across the country. The Grand Princess cruise ship has been moored off the coast of California since Wednesday night. I want to commend the efforts of our coast guard that heroically flew coronavirus tests to the ship and we received those results. Working in close consultation with Governor Gavin Newsom and the state of California, we have developed a process for addressing our findings and resolving the circumstances facing Americans and people from around the world and the crew on the Grand Princess."
2020-03-06,01:17,Mike Pence,"First, the results. Among those tested, 46 persons were swabbed, 21 of those on the ship tested positive for the coronavirus, 24 tested negative, one test was inconclusive. Again, let me say 21 individuals on the Grand Princess tested positive. Among those were 19 crew members and two passengers. It’s important to note-"
2020-03-06,01:56,Speaker 1,[inaudible 00:01:56] the positives?
2020-03-06,01:57,Mike Pence,"Yes. Among those positive for coronavirus were 19 crew members and two passengers. It’s important to note that the Grand Princess actually was on its second tour and we know of coronavirus infections from the first tour as well with very, very difficult results. In the wake of these findings today, we’ve been working through the day with Governor Newsom and his administration through their unified command efforts in California, CDC and HHS, and we have developed a plan which will be implemented this weekend to bring the ship into a non-commercial port. All passengers and crew will be tested for the coronavirus. Those that need to be quarantined will be quarantined. Those that require additional medical attention, will receive it."
2020-03-06,03:00,Mike Pence,"But let me assure the American public, as we did so with Americans returning from China and those returning from the other cruise ship, we are taking all measures necessary to see to the health of the Americans and those involved on the Grand Princess and just as importantly to protect the health of the American public and prevent the spread of the disease through communities in this country. We are instituting the strongest testing protocols to ensure that not only those on board receive the treatment that they need, but that the American people can be confident that there will be no erosion in our preventative measures in efforts to keep the coronavirus from spreading throughout our country."
2020-03-06,03:55,Mike Pence,"I want to express our gratitude to Governor Newsom and the state of California for their full partnership, not just in dealing with the Grand Princess, but throughout the advent of the coronavirus. California has been a strong partner and as I just told the governor a few moments ago, we will continue to work very closely with his administration and we will continue to put the health and safety of America first."
2020-03-06,04:25,Mike Pence,"With that, let me turn my attention to the issue of testing, which has been much in the news of late and the president spoke about it just a few moments ago at the CDC. It’s very important to note that because of President Trump’s decisive leadership, that the risk to the American public of contracting the coronavirus does remain low. But nevertheless, in Washington State where I visited yesterday with members of our team and in California, we have seen, as Dr. Fauci often describes, a community transmission still less than 200 cases across the country. And the good news is most Americans who’ve contracted this disease are being treated and recovering and on the road to recovery."
2020-03-06,05:13,Mike Pence,"Sadly, we all know of the loss of life and we grieve that along with their families, but the American people deserve to know that we are ready. And that because of the president’s leadership and because of extraordinary efforts by CDC and Health and Human Services and our partners in state labs around the country, we have the testing necessary to be able to provide tests to all the states that have requested it. As I said yesterday, we’ve been able to provide tests to all the state jurisdictions and labs that have requested it and I’m pleased to report that all state labs have the test. And now because of the change that president Trump implemented at the FDA a week ago, now state labs can actually conduct coronavirus tests themselves."
2020-03-06,06:06,Mike Pence,"Beyond that, between March 2nd and 5th, we distributed more than 900000 tests across the country, including 200000 that could allow 75 individual patients, 75000 individual patients to be tested. As the secretary of HHS just described, by tomorrow another 200000 tests will be shipped, and by the weekend another million tests will be shipped around the country, with the expectation that at the end of next week, four million tests will be shipped."
